model,reaction,train_size,Avg_R2,Max_R2,Std_R2,Avg_PearsonR,Max_PearsonR,Std_PearsonR,Avg_kendalltau,Max_kendalltau,Std_kendalltau
RF,Reaction_CO_1.5h,15,0.3335359476270603,0.6726989976237816,0.197760563024107,0.6458157095279029,0.8352375549609907,0.09809766701323507,0.4300187934470036,0.5934439785147815,0.06843242462695122
RF,Reaction_CO_1.5h,20,0.3880316397007698,0.6780971152746206,0.17674457322440165,0.6750671934782823,0.8328700054834194,0.0955256729251953,0.45724354245162047,0.5917345991454426,0.07870471502434637
RF,Reaction_CO_1.5h,30,0.4481088133663129,0.7639169483169715,0.17787372363253026,0.7106780517377337,0.888178687126231,0.10320991251309014,0.48497680434501433,0.656607069970906,0.08595801011319393
RF,Reaction_CO_biphenyl,15,0.33914314257644634,0.6353182917496896,0.17271370578701162,0.6425368859469899,0.797340286384639,0.08580792614887602,0.43019012757115005,0.591169202495913,0.07540684689470042
RF,Reaction_CO_biphenyl,20,0.3816718724427551,0.6195992103950193,0.16963851596978669,0.6669517070579635,0.8329096777886112,0.09378406465347984,0.44940893676344273,0.6340290417851715,0.09094483336938741
RF,Reaction_CO_biphenyl,30,0.4544110838944416,0.7090444939007046,0.1499856309655997,0.7058618310229896,0.862089897188432,0.09031229041432708,0.4779813344116343,0.6813005702116292,0.08760580300881583
RF,Reaction_CO_ortho,15,0.20061061755468246,0.4654090799830723,0.1599411864799563,0.5338165855988457,0.7186020803011965,0.09985081507138065,0.3581867029231075,0.4915872755561459,0.07576488790570696
RF,Reaction_CO_ortho,20,0.2462330839575171,0.5370268680079815,0.15281601455305988,0.5615250826430301,0.7413769060806676,0.09507126885192646,0.37649394625918975,0.5442984687223746,0.07396665061399538
RF,Reaction_CO_ortho,30,0.30480589907588695,0.5918215067815766,0.15932737115026258,0.6051733843000653,0.8093482688978496,0.10087967587540274,0.40817058889148855,0.6210996480932404,0.08180550252541469
RF,Reaction_CO_Cl,15,0.0724522579338796,0.4255987072034173,0.22857722057220317,0.46135521545538355,0.6798008075143485,0.12425775880709393,0.3592968776545525,0.5646062033932994,0.09576154158870841
RF,Reaction_CO_Cl,20,0.11618466240761384,0.5268880442799803,0.2267170399537266,0.48373048949472985,0.765725682244302,0.12841915214731092,0.3830245839544935,0.6217120700117608,0.09814933376011382
RF,Reaction_CO_Cl,30,0.15463148735582222,0.637782234088613,0.23540429568194687,0.49973109982370695,0.8465133151316946,0.1535923762647892,0.39898201868843275,0.6782570955168066,0.1154450053614566
RF,Reaction_CS,15,-0.15063888170336337,0.1658491752757156,0.19417833054022487,0.2353872265694443,0.5376498504374506,0.15173285922034682,0.19295283732037538,0.4208744731408176,0.12008086310047902
RF,Reaction_CS,20,-0.10222782049621433,0.1860680066749941,0.1883072644410072,0.27811145314271385,0.4993405062784773,0.13417321090397183,0.22493571329063225,0.4598323424168097,0.10154666267397634
RF,Reaction_CS,30,-0.03025766360532695,0.309668929491629,0.1925915852645425,0.3341641870011236,0.5895993500776576,0.12805432602030897,0.2601139456891236,0.515906268260546,0.10250287943563742
RF,Reaction_CN,15,0.13305707451766458,0.4565785666463341,0.21552585115132564,0.4829587124762758,0.7428032574635127,0.14908954297145183,0.3564090018364747,0.5912447484563351,0.11466522177025949
RF,Reaction_CN,20,0.20591033532476452,0.4969649702004578,0.202659991439907,0.5410339375095184,0.7273696646898739,0.13917421671989078,0.40284422924066915,0.6085497711025638,0.11069260664738649
RF,Reaction_CN,30,0.3064554030723469,0.578192043479493,0.1748257312739415,0.6189355218374883,0.8210997561654446,0.10296586034494666,0.45517473282831433,0.6269004843799393,0.0916590173141013
RF,Reaction_2+2,15,-0.030670549716568293,0.3913817663664861,0.28177532519759807,0.39141757674537186,0.6902661000874013,0.14124173772229767,0.32573770742872266,0.5736615903460123,0.1159311019049867
RF,Reaction_2+2,20,0.07243649454138558,0.3684600268858022,0.19948993360694361,0.4520494372747155,0.6497443997593352,0.11550278674595299,0.3802825680610098,0.5737925511348955,0.09470495391995444
RF,Reaction_2+2,30,0.18495030476897573,0.6336510867943761,0.24633903369656796,0.5327318535832588,0.8478773202205553,0.1512062017007646,0.45352082948323125,0.6806873951041575,0.1221123051153319
RF,Reaction_CF3,15,-0.08199710342381758,0.2492798655134939,0.2182679140915017,0.2333057678006685,0.6061472490524331,0.1718578542217542,0.1476019050077413,0.4179018066674039,0.12012121875887248
RF,Reaction_CF3,20,0.004733279205043468,0.2866020128846533,0.15626957126678384,0.31629793975118187,0.5705591367540698,0.14322241505353683,0.20160419871901372,0.3907222454530694,0.10970343793718612
RF,Reaction_CF3,30,0.10103425328397479,0.3559868613733891,0.17660924326325173,0.41589287797788516,0.7251412965746026,0.1506829388949212,0.280011951392503,0.582391671199548,0.12372944056250405
RF,Reaction_CH2CF3,15,0.09110148599184502,0.350420431955775,0.1593206686714626,0.4423572181627865,0.6278011837635185,0.12807298702057388,0.29553938469254926,0.4851369225854758,0.0933213473454962
RF,Reaction_CH2CF3,20,0.13685498933470702,0.3504967800260036,0.13702900223727632,0.4881056146812255,0.6552208426139304,0.10194271722350344,0.3268294389942426,0.5353929322012678,0.08126725573609683
RF,Reaction_CH2CF3,30,0.14978175828812856,0.4356918323322308,0.16640127965099924,0.5027428521395576,0.7101312805765492,0.10940566345157263,0.33906927849075896,0.5024036472213463,0.094535289469257
RF,Reaction_CH2F,15,0.23843970642604123,0.5089299309142965,0.19201008695446042,0.5836027189375584,0.7978975968607774,0.11022526557459159,0.39765920553167894,0.5793798598544763,0.08479815004671318
RF,Reaction_CH2F,20,0.2569333445769894,0.6217330327461694,0.25330854356745025,0.6209614554565195,0.8129639503802425,0.09876071494047843,0.41762626686771787,0.5990578149125948,0.07418896832638705
RF,Reaction_CH2F,30,0.3565416956610506,0.7585126012836991,0.25206981951312557,0.6683426632617011,0.9408126616322224,0.14126073248432466,0.4368323526119614,0.6438257216835211,0.09755066622389809
RF,Reaction_Cy,15,0.11614664931025676,0.3841714441751988,0.19890094903661124,0.45962137929960867,0.6531921523238929,0.11447382933881962,0.29375134469988434,0.485201603461395,0.08944660347299475
RF,Reaction_Cy,20,0.1702798478800984,0.4396806161468679,0.17031581304271215,0.5040299713934053,0.6928710417693021,0.10875572232357045,0.32885105760667743,0.5193906824030086,0.08453019999742267
RF,Reaction_Cy,30,0.17947918807348967,0.4863231529307977,0.21842600553131974,0.5153075324375122,0.7727314876637188,0.130102332169409,0.3252609146977948,0.5755051236194103,0.09961881027715024
RF,Reaction_SCF3,15,0.1552943236686897,0.3960892482666588,0.1641372116104663,0.5088035021730781,0.6421250176419224,0.0925745700188924,0.33507652670740784,0.487046732680053,0.07604432910341191
RF,Reaction_SCF3,20,0.1962464492377979,0.441848918235605,0.14685984075717032,0.5318528035595215,0.7159978227006547,0.09827406445954663,0.35238187903261947,0.5388822567160703,0.08365685057087134
RF,Reaction_SCF3,30,0.2514151634156043,0.5698086711451966,0.17851567945857555,0.5668071977419141,0.7925961807746811,0.11086800904042012,0.3784486506525924,0.5499076736027605,0.08926228503645696
RF,Reaction_OCH2F,15,0.1375595226613558,0.5015720979654401,0.2561526947584583,0.5306713925148485,0.7672326393153527,0.14855625036042014,0.39939498171160337,0.5848574335026312,0.0824458443534522
RF,Reaction_OCH2F,20,0.24337870559464836,0.6294066548623558,0.26928967326005593,0.5885857887225417,0.8151325890139584,0.15879002489784533,0.4314466899363292,0.5824128567655825,0.0797564960332315
RF,Reaction_OCH2F,30,0.411076658860334,0.7736901145169188,0.23682581748294826,0.6895887550170489,0.895856784919477,0.14529983947147465,0.4721295632938858,0.6743594585692496,0.09413104511410551
RF,Reaction_P,15,-0.4155777260110722,0.1840326820617784,0.8353325953078029,0.3177005358409347,0.5612379536082347,0.1540710676971509,0.2374570440866907,0.4401207819521998,0.12266266584885623
RF,Reaction_P,20,-0.6429466535220382,0.2295534021248654,2.2626289544658382,0.30528002838881074,0.5512849819524427,0.1320041312865982,0.25429653441807265,0.4385240196498202,0.08940295651382658
RF,Reaction_P,30,-1.55229686942173,0.2937205217379512,4.607779321491463,0.2997791760960919,0.65954625614671,0.16197261315384964,0.27468419524122994,0.4815528486534767,0.10389489223423387
RF,Reaction_Si,15,-0.31003807059296434,0.050332942157965,0.26481248987928835,0.05810645927517886,0.4735132060408307,0.18008203018825644,0.016140167553894948,0.3416784551192442,0.12612013933836724
RF,Reaction_Si,20,-0.3457609076399556,0.1456800193659749,0.30248715881178007,0.054079786888873035,0.3854472867825492,0.1734857744041486,0.011894525032076575,0.2333990206585956,0.12083197266007392
RF,Reaction_Si,30,-0.37458091289957873,0.1004406648163995,0.4288062623777989,0.053000024843315764,0.3364696139456248,0.15215765158459554,0.01262550417971335,0.2209451698647086,0.10691128443698378
